id,name_ja,name_en,image_file_path,category,is_dictionary_visible,series_id,series_ja,series_en,rarity,expansion,hp,phy,int,agi,active_skill_name_ja,active_skill_name_en,active_skill_text_ja,active_skill_text_en,aura_name_ja,aura_text_ja
2169,アンモナイトの標本,Ammonite Specimen,Image/Extensions/2169.png,legacy,true,169,液浸標本,Wet Specimen,Uncommon,Legacy,36,0,69,16,太古の渦巻く記憶,Primordial Spiral Memory,敵全体に自身のINTの20 ~ 25%ダメージ / HPが最も高い敵に与えたダメージの55%ダメージ,Deal damage to all enemies equal to 20 ~ 25% of this hero's INT. / Deal damage to the enemy with the highest HP equal to 55% of damage dealt.,,
2170,オフィスチェア,Office Chair,Image/Extensions/2170.png,legacy,true,170,椅子,Chair,Uncommon,Legacy,60,52,0,25,エリート着席,Elite Seating,自身のPHYを自身のPHYの19%アップ / HPが最も低い味方のHPをPHY回復係数の95 ~ 115%回復 / 自身に{successRate}%の確率で気絶を付与,Increase this hero's PHY by 19% of this hero's PHY. / Heal the ally with the lowest HP for 95 ~ 115% of PHY Healing Coefficient. / {successRate}% chance to inflict Stun on this hero.,,
2171,理容師の鋏,Barber's Scissors,Image/Extensions/2171.png,modern,true,171,鋏,Scissors,Uncommon,Modern,75,65,0,7,エリートテンポトリム,Elite Tempo Trim,敵全体に自身のPHYの{minRate} ~ {maxRate}%ダメージ[インバース(4)] / 自身のPHYを自身のPHYの{minRate}%アップ[インバース(2)],Deal damage to all enemies equal to {minRate} ~ {maxRate}% of this hero's PHY.[Inverse(4)] / Increase this hero's PHY by {minRate}% of this hero's PHY.[Inverse(2)],,
2172,がま口財布,Gamaguchi,Image/Extensions/2172.png,modern,true,172,財布,Wallet,Uncommon,Modern,0,24,24,49,エリート資産凍結,Elite Asset Freeze,敵全体に{successRate}%の確率でバインドを付与 / AGIが最も低い敵に自身のAGIの5 ~ 10%ダメージ / 自身のチャージを敵全体のHP合計の70 ~ 90%アップ / 自身のチャージを与えたダメージの2000%ダウン,{successRate}% chance to inflict Bind on all enemies. / Deal damage to the enemy with the lowest AGI equal to 5 ~ 10% of this hero's AGI. / Increase this hero's CHARGE by 70 ~ 90% of the total HP of all enemies. / Decrease this hero's CHARGE by 2000% of damage dealt.,,
2173,クリスタルのタリスマン,Crystal Talisman,Image/Extensions/2173.png,modern,true,173,タリスマン,Talisman,Uncommon,Modern,0,0,72,25,エリートファントムシュート,Elite Phantom Shoot,最後尾の敵に自身のINTの25%ダメージ、対象が気絶なら75%ダメージ / 最後尾の敵に自身のINTの20%ダメージ、対象が呪いなら80%ダメージ,Deal damage to the last enemy equal to 25% of this hero's INT. 75% if affected by Stun. / Deal damage to the last enemy equal to 20% of this hero's INT. 80% if affected by Curse.,,
2174,ドリームセット,Dream Set,Image/Extensions/2174.png,modern,true,174,魔法少女ステッキ&ブローチ,Magical girl's Stick & Brooch,Uncommon,Modern,78,0,46,25,エリートマジカルヒーリング,Elite Magical Healing,味方全体の全ての状態異常を{successRate}%の確率で解除[インバース(15)] / 敵全体の全ての状態異常を{successRate}%の確率で解除 / HPが最も低い味方のHPを回復係数の15 ~ 20%回復 / 味方全体のHPを回復係数の{minRate} ~ {maxRate}%回復[インバース(4)],{successRate}% chance to remove all status effects from all allies.[Inverse(15)] / {successRate}% chance to remove all status effects from all enemies. / Heal the ally with the lowest HP for 15 ~ 20% of Healing Coefficient. / Heal all allies for {minRate} ~ {maxRate}% of Healing Coefficient.[Inverse(4)],,
2175,ジャッカロープホーン,Jackalope Horn,Image/Extensions/2175.png,modern,true,175,ツノ,Beast Horn,Uncommon,Modern,75,32,32,8,エリートホーンオーラ,Elite Horn Aura,味方全体のPHYを対象のPHY減少量の50%アップ / 味方全体のINTを対象のINT減少量の50%アップ / 味方全体のPHYを自身のINTの6 ~ 14%アップ / 味方全体のINTを自身のPHYの6 ~ 13%アップ,Increase the PHY of all allies by 50% of target's PHY decrease. / Increase the INT of all allies by 50% of target's INT decrease. / Increase the PHY of all allies by 6 ~ 14% of this hero's INT. / Increase the INT of all allies by 6 ~ 13% of this hero's PHY.,,
2176,ストロベリースポンジケーキ,Strawberry Sponge Cake,Image/Extensions/2176.png,modern,true,176,いちごケーキ,Strawberry Cake,Uncommon,Modern,123,41,0,15,エリート甘酸っぱい,Elite Sweet and sour,HPが最も低い味方の呪いを{successRate}%の確率で解除 / HPが最も低い味方のHPをPHY回復係数の{minRate}%回復[インバース(5)] / AGIが最も高い味方のシールドを与えた回復量の135%に更新 / 味方全体のシールドを与えた回復量の{minRate}%に更新[インバース(50)],{successRate}% chance to remove Curse from the ally with the lowest HP. / Heal the ally with the lowest HP for {minRate}% of PHY Healing Coefficient.[Inverse(5)] / Set the SHIELD of the ally with the highest AGI to 135% of healing dealt by this hero if higher. / Set the SHIELD of all allies to {minRate}% of healing dealt by this hero if higher.[Inverse(50)],,
2177,ゴーレムポーン,Golem Pawn,Image/Extensions/2177.png,modern,true,177,ナチュレゴーレム,Nature Golem,Uncommon,Modern,75,72,0,0,エリートナチュレ・ストライド,Elite Nature Stride,先頭の敵に自身のPHYの30 ~ 35%ダメージ / 自身のPHYを自身のPHYの10%アップ / 先頭の敵に自身のPHY増加量の75%ダメージ / 自身のPHYを自身のPHYの5%ダウン,Deal damage to the first enemy equal to 30 ~ 35% of this hero's PHY. / Increase this hero's PHY by 10% of this hero's PHY. / Deal damage to the first enemy equal to 75% of this hero's PHY increase. / Decrease this hero's PHY by 5% of this hero's PHY.,,
2178,エリートマジックカード,Elite Magic Card,Image/Extensions/2178.png,modern,true,178,マジックカード,Magic Card,Uncommon,Modern,75,0,72,0,エリートマジックチャント,Elite Magic Chant,先頭の敵に自身のINTの30 ~ 35%ダメージ / 自身のINTを自身のINTの10%アップ / 先頭の敵に自身のINT増加量の75%ダメージ / 自身のINTを自身のINTの5%ダウン,Deal damage to the first enemy equal to 30 ~ 35% of this hero's INT. / Increase this hero's INT by 10% of this hero's INT. / Deal damage to the first enemy equal to 75% of this hero's INT increase. / Decrease this hero's INT by 5% of this hero's INT.,,
2179,籠罠,Cage Trap,Image/Extensions/2179.png,modern,true,179,トラップ,Trap,Uncommon,Modern,21,66,0,24,エリートノックアウト・トラップ,Elite Knockout Trap,中衛の敵に{successRate}%の確率で気絶を付与 / 最後尾の敵に{successRate}%の確率で気絶を付与 / 自身のPHYを24アップ / 敵全体のINTを対象のINT増加量の39%ダウン / 敵全体のAGIを対象のAGI増加量の39%ダウン,{successRate}% chance to inflict Stun on the midline enemy. / {successRate}% chance to inflict Stun on the last enemy. / Increase this hero's PHY by 24. / Decrease the INT of all enemies by 39% of target's INT increase. / Decrease the AGI of all enemies by 39% of target's AGI increase.,,
2180,三毛猫&レトロじゃらし,Calico Cat & Retro Teaser,Image/Extensions/2180.png,modern,true,180,猫じゃらし,Cat Teaser,Uncommon,Modern,21,0,66,24,エリートゴロゴロ惑乱,Elite Purrplexing,中衛の敵に{successRate}%の確率で混乱を付与 / 最後尾の敵に{successRate}%の確率で混乱を付与 / 自身のINTを24アップ / 敵全体のPHYを対象のPHY増加量の39%ダウン / 敵全体のAGIを対象のAGI増加量の39%ダウン,{successRate}% chance to inflict Confusion on the midline enemy. / {successRate}% chance to inflict Confusion on the last enemy. / Increase this hero's INT by 24. / Decrease the PHY of all enemies by 39% of target's PHY increase. / Decrease the AGI of all enemies by 39% of target's AGI increase.,,
2181,低級精霊召喚セット,Lesser Spirit Summoning Set,Image/Extensions/2181.png,modern,true,181,サモンボード,Summon Board,Uncommon,Modern,144,17,16,16,低位の霊圧,Low Spirit Pressure,敵全体に{successRate}%の確率で重力を付与 / 最後尾の敵に自身のPHYの{minRate} ~ {maxRate}%ダメージ[インバース(4)] / 最後尾の敵に自身のINTの{minRate} ~ {maxRate}%ダメージ[インバース(4)],{successRate}% chance to inflict Gravity on all enemies. / Deal damage to the last enemy equal to {minRate} ~ {maxRate}% of this hero's PHY.[Inverse(4)] / Deal damage to the last enemy equal to {minRate} ~ {maxRate}% of this hero's INT.[Inverse(4)],,
2182,二階建て,Two-Story House,Image/Extensions/2182.png,modern,true,182,ドールハウス,Dollhouse,Uncommon,Modern,39,0,65,19,エリート箱庭リノベーション,Elite Miniature Renovation,敵全体のINTを対象のINT減少量の100%アップ / 自身のINTを130アップ / 自身のINTを自身のINT増加量の100%ダウン / INTが最も低い敵に自身のINTの{minRate}%ダメージ[ダイバース(5)],Increase the INT of all enemies by 100% of target's INT decrease. / Increase this hero's INT by 130. / Decrease this hero's INT by 100% of this hero's INT increase. / Deal damage to the enemy with the lowest INT equal to {minRate}% of this hero's INT.[Diverse(5)],,
2183,エリートフレイル,Elite Flail,Image/Extensions/2183.png,modern,true,183,フレイル,Flail,Uncommon,Modern,39,65,0,19,エリート鉄球一閃,Elite Iron Ball Strike,敵全体のPHYを対象のPHY減少量の100%アップ / 自身のPHYを130アップ / 自身のPHYを自身のPHY増加量の100%ダウン / PHYが最も低い敵に自身のPHYの{minRate}%ダメージ[ダイバース(5)],Increase the PHY of all enemies by 100% of target's PHY decrease. / Increase this hero's PHY by 130. / Decrease this hero's PHY by 100% of this hero's PHY increase. / Deal damage to the enemy with the lowest PHY equal to {minRate}% of this hero's PHY.[Diverse(5)],,
2184,グラスゼミ,Grass Cicada,Image/Extensions/2184.png,modern,true,184,プランツインセクト,Plant-Insect,Uncommon,Modern,57,65,0,13,エリートバズ・ファズ,Elite Buzz Fuzz,先頭の敵に自身のPHYの{minRate} ~ {maxRate}%ダメージ[ダイバース(7)] / HPが最も低い味方のHPをPHY回復係数の{minRate} ~ {maxRate}%回復[ダイバース(-7)],Deal damage to the first enemy equal to {minRate} ~ {maxRate}% of this hero's PHY.[Diverse(7)] / Heal the ally with the lowest HP for {minRate} ~ {maxRate}% of PHY Healing Coefficient.[Diverse(-7)],,
2185,金鉱石竜,Gold-Ore Dragon,Image/Extensions/2185.png,modern,true,185,ジュエルワームドラゴン,Jewel Worm Dragon,Uncommon,Modern,48,77,0,4,エリートジェムコイル・エンブレイス,Elite Gemcoil Embrace,自身のPHYを敵全体のAGI増加量合計の35%アップ / AGIが最も高い敵に自身のPHYの40%ダメージ / 自身のPHYを敵全体のAGI増加量合計の30%ダウン / AGIが最も高い敵のAGIを対象のAGI増加量の100%ダウン / 自身のAGIを自身のAGI増加量の100%ダウン,Increase this hero's PHY by 35% of the total AGI increase of all enemies. / Deal damage to the enemy with the highest AGI equal to 40% of this hero's PHY. / Decrease this hero's PHY by 30% of the total AGI increase of all enemies. / Decrease the AGI of the enemy with the highest AGI by 100% of target's AGI increase. / Decrease this hero's AGI by 100% of this hero's AGI increase.,,
2186,ハトねこ,Pigeon Cat,Image/Extensions/2186.png,modern,true,186,バードキメラ,Bird Chimera,Uncommon,Modern,51,0,0,80,エリート獣翼アップリフト,Elite Beastwing Uplift,味方全体のPHY/INTの高い方を対象のAGI減少量の70%アップ / 味方全体のAGIを対象のAGI減少量の90%アップ / 敵全体のAGIを対象のAGI減少量の90%アップ,Increase the higher PHY/INT of all allies by 70% of target's AGI decrease. / Increase the AGI of all allies by 90% of target's AGI decrease. / Increase the AGI of all enemies by 90% of target's AGI decrease.,,
2187,エリートジャベリン,Elite Javelin,Image/Extensions/2187.png,modern,true,187,ジャベリン,Javelin,Uncommon,Modern,72,62,0,11,エリートインペイルチャージ,Elite Impale Charge,先頭の敵に自身のPHYの40 ~ 50%ダメージ / 前衛の敵に自身のPHYの40%ダメージ,Deal damage to the first enemy equal to 40 ~ 50% of this hero's PHY. / Deal damage to the frontline enemy equal to 40% of this hero's PHY.,,
2188,エリートブーメラン,Elite Boomerang,Image/Extensions/2188.png,modern,true,188,ブーメラン,Boomerang,Uncommon,Modern,72,0,62,11,エリートリターンシュート,Elite Return Shoot,最後尾の敵に自身のINTの40 ~ 50%ダメージ / 後衛の敵に自身のINTの40%ダメージ,Deal damage to the last enemy equal to 40 ~ 50% of this hero's INT. / Deal damage to the backline enemy equal to 40% of this hero's INT.,,
2189,エメラルドドラゴン,Emerald Dragon,Image/Extensions/2189.png,modern,true,189,ジュエルドラゴン,Jewel Dragon,Uncommon,Modern,39,42,42,0,エリートイルミネーションバースト,Elite Illumination Burst,敵全体に自身のPHYの25%ダメージ / 敵全体に自身のINTの25%ダメージ / 前衛の敵に自身のPHYの25%ダメージ / 後衛の敵に自身のINTの25%ダメージ,Deal damage to all enemies equal to 25% of this hero's PHY. / Deal damage to all enemies equal to 25% of this hero's INT. / Deal damage to the frontline enemy equal to 25% of this hero's PHY. / Deal damage to the backline enemy equal to 25% of this hero's INT.,,
2190,紳士用傘,Gentleman’s Umbrella,Image/Extensions/2190.png,modern,true,190,傘,Parasol,Uncommon,Modern,0,0,97,0,エリートレインヴェール,Elite Rainveil,HPが最も低い味方のHPを回復係数の25%回復 / 味方全体のシールドを自身のINTの{minRate}%に更新[インバース(10)],Heal the ally with the lowest HP for 25% of Healing Coefficient. / Set the SHIELD of all allies to {minRate}% of this hero's INT if higher.[Inverse(10)],,
2191,エリート梨,Elite Nashi Pear,Image/Extensions/2191.png,modern,true,191,梨,Nashi Pear,Uncommon,Modern,57,65,0,13,静穏の収穫・弐,Elite Silent Harvest,先頭の敵に自身のPHYの40 ~ 45%ダメージ / 中衛の敵に自身のPHYの{minRate} ~ {maxRate}%ダメージ[インバース(5)],Deal damage to the first enemy equal to 40 ~ 45% of this hero's PHY. / Deal damage to the midline enemy equal to {minRate} ~ {maxRate}% of this hero's PHY.[Inverse(5)],,
2192,エリートチャクラム,Elite Chakram,Image/Extensions/2192.png,modern,true,192,チャクラム,Chakram,Uncommon,Modern,0,0,66,31,エリートマインドオービット,Elite Mind Orbit,敵全体に自身のINTの35 ~ 45%ダメージ / 敵全体の全ての状態異常を{successRate}%の確率で解除 / 自身のINTを自身のINT増加量の70%ダウン,Deal damage to all enemies equal to 35 ~ 45% of this hero's INT. / {successRate}% chance to remove all status effects from all enemies. / Decrease this hero's INT by 70% of this hero's INT increase.,,
2193,クロリスのボンネット,Chloris's Bonnet,Image/Extensions/2193.png,modern,true,193,ボンネット,Bonnet,Uncommon,Modern,51,0,58,22,エリートミティゲーション,Elite Mitigation,HP減少量が最も大きい味方のHPを回復係数の50 ~ 60%回復,Heal the ally with the highest HP decrease for 50 ~ 60% of Healing Coefficient.,,
2194,ライオンツイン,Lion Twin,Image/Extensions/2194.png,modern,true,194,ライオン,Lion,Uncommon,Modern,72,53,0,20,エリートレオハウリング,Elite Leo Howling,元のINTが最も低い敵に自身のPHYの39 ~ 49%ダメージ、対象が恐怖なら69 ~ 79%ダメージ / 元のINTが最も低い敵に{successRate}%の確率で恐怖を付与 / 最大HPが最も高い敵に{successRate}%の確率で恐怖を付与,Deal damage to the enemy with the lowest original INT equal to 39 ~ 49% of this hero's PHY. 69 ~ 79% if affected by Fear. / {successRate}% chance to inflict Fear on the enemy with the lowest original INT. / {successRate}% chance to inflict Fear on the enemy with the highest Max HP.,,
2600,魔法剣タケミカヅチ,Enhanced Sword Takemikazuchi,Image/Extensions/2600.png,legacy,true,600,魔法剣,Enhanced Sword,Uncommon,Legacy,0,50,50,5,おのれマルコス！,How dare!Marcos!,自身のPHYを自身のINTの100%アップ / HPが最も低い敵に自身のPHYの50 ~ 55%ダメージ / 自身のPHYを自身のINTの90%ダウン / HPが最も低い敵に{successRate}%の確率で衰弱を付与,Increase this hero's PHY by 100% of this hero's INT. / Deal damage to the enemy with the lowest HP equal to 50 ~ 55% of this hero's PHY. / Decrease this hero's PHY by 90% of this hero's INT. / {successRate}% chance to inflict Prostration on the enemy with the lowest HP.,,
2640,オリフラム・オブ・パイレーツ,Oriflamme of Pirates,Image/Extensions/2640.png,legacy,true,640,オリフラム,Oriflamme,Uncommon,Legacy,0,31,31,43,海神の扇動,Neptune's incitement,自身のINTを自身のPHYの100%アップ / HPが最も低い味方のHPを回復係数の50 ~ 55%回復 / 自身のINTを自身のPHYの90%ダウン / 自身に80%の確率でデコイを付与,Increase this hero's INT by 100% of this hero's PHY. / Heal the ally with the lowest HP for 50 ~ 55% of Healing Coefficient. / Decrease this hero's INT by 90% of this hero's PHY. / 80% chance to inflict Decoy on this hero.,,
2647,クラブシェル,Crab Shell,Image/Extensions/2647.png,legacy,true,647,シールドシステム,Shield System,Uncommon,Legacy,102,31,31,9,硬度250Hv,Vickers hardness 250,HPが最も低い味方のシールドを800に更新 / 味方全体のシールドを対象のPHY/INT/AGI増加量合計の200%に更新、対象がデコイなら280%に更新 / 味方全体のPHYを対象のPHY増加量の90%ダウン / 味方全体のINTを対象のINT増加量の90%ダウン / 味方全体のAGIを対象のAGI増加量の90%ダウン,Set the SHIELD of the ally with the lowest HP to 800 if higher. / Set the SHIELD of all allies to 200% of the total PHY/INT/AGI increase of target if higher. 280% if affected by Decoy. / Decrease the PHY of all allies by 90% of target's PHY increase. / Decrease the INT of all allies by 90% of target's INT increase. / Decrease the AGI of all allies by 90% of target's AGI increase.,,
2651,人知超越の鍵,Key to Transcending Human Intelligence,Image/Extensions/2651.png,legacy,true,651,ハンバーガー,Hamburger,Uncommon,Legacy,0,45,45,15,シンギュラリティ,Singularity,敵全体に{successRate}%の確率で恐怖を付与 / 味方全体のPHYを対象のPHY減少量の60%アップ / 味方全体のINTを対象のINT減少量の60%アップ / 味方全体のチャージを対象のAGIの115%ダウン,{successRate}% chance to inflict Fear on all enemies. / Increase the PHY of all allies by 60% of target's PHY decrease. / Increase the INT of all allies by 60% of target's INT decrease. / Decrease the CHARGE of all allies by 115% of target's AGI.,,
2674,魔法使い猫,Wizard Cat,Image/Extensions/2674.png,modern,true,674,魔法少女ステッキ&ブローチ,Magical girl's Stick & Brooch,Uncommon,Modern,87,0,49,27,解呪のおまじない,Remove Curse Spell,味方全体の全ての状態異常を{successRate}%の確率で解除[インバース(20)] / 敵全体の全ての状態異常を{successRate}%の確率で解除 / HPが最も低い味方のHPを回復係数の15 ~ 20%回復 / 味方全体のHPを回復係数の{minRate} ~ {maxRate}%回復[インバース(4)],{successRate}% chance to remove all status effects from all allies.[Inverse(20)] / {successRate}% chance to remove all status effects from all enemies. / Heal the ally with the lowest HP for 15 ~ 20% of Healing Coefficient. / Heal all allies for {minRate} ~ {maxRate}% of Healing Coefficient.[Inverse(4)],,
3001,ブレイブブレード,Brave Blade,Image/Extensions/3001.png,legacy,true,1,ブレード,Blade,Rare,Legacy,87,86,0,0,ブレイブスラッシュ,Brave Slash,先頭の敵に自身のPHYの60 ~ 70%ダメージ,Deal damage to the first enemy equal to 60 ~ 70% of this hero's PHY.,,
3002,ブレイブマスケット,Brave Musket,Image/Extensions/3002.png,legacy,true,2,マスケット,Musket,Rare,Legacy,0,0,86,29,ブレイブショット,Brave Shots,敵全体に自身のINTの35 ~ 40%ダメージ,Deal damage to all enemies equal to 35 ~ 40% of this hero's INT.,,
3003,ウィズダムペン,Wisdom Quill,Image/Extensions/3003.png,legacy,true,3,ペン,Quill,Rare,Legacy,0,0,58,57,ウィズダムリカバリー,Wisdom Recovery,HPが最も低い味方のHPを回復係数の50 ~ 60%回復,Heal the ally with the lowest HP for 50 ~ 60% of Healing Coefficient.,,
3004,ブレイブアーマー,Brave Armor,Image/Extensions/3004.png,legacy,true,4,アーマー,Armor,Rare,Legacy,258,29,0,0,ブレイブプロテクション,Brave Protection,自身のPHYを自身のPHYの15 ~ 20%アップ,Increase this hero's PHY by 15 ~ 20% of this hero's PHY.,,
3005,ブレイブホース,Brave Horse,Image/Extensions/3005.png,legacy,true,5,ホース,Horse,Rare,Legacy,201,0,0,66,ブレイブチャージ,Brave Charge,自身のAGIを自身のAGIの5 ~ 20%アップ,Increase this hero's AGI by 5 ~ 20% of this hero's AGI.,,
3006,ブレイブカタナ,Brave Katana,Image/Extensions/3006.png,legacy,true,6,カタナ,Katana,Rare,Legacy,0,86,0,29,ブレイブイアイ,Brave Iaido,先頭の敵に自身のPHYの55 ~ 65%ダメージ,Deal damage to the first enemy equal to 55 ~ 65% of this hero's PHY.,,
3007,キューティー・九尾,Cutie Kyubi,Image/Extensions/3007.png,legacy,true,7,キューティー,Cutie,Rare,Legacy,0,0,58,57,キューティー・九尾,Cutie Kyubi,先頭の敵に自身のINTの45%ダメージ / 先頭の敵に{successRate}%の確率で睡眠を付与,Deal damage to the first enemy equal to 45% of this hero's INT. / {successRate}% chance to inflict Sleep on the first enemy.,,
3008,ウィズダムブック,Wisdom Book,Image/Extensions/3008.png,legacy,true,8,ブック,Book,Rare,Legacy,87,0,86,0,ウィズダムリーディング,Wisdom reading,敵全体に自身のINTの35 ~ 40%ダメージ,Deal damage to all enemies equal to 35 ~ 40% of this hero's INT.,,
3009,ウィズダムリング,Wisdom Ring,Image/Extensions/3009.png,legacy,true,9,リング,Ring,Rare,Legacy,87,0,57,29,ウィズダムブライト,Wisdom bright,HPが最も低い味方のHPを回復係数の50 ~ 60%回復,Heal the ally with the lowest HP for 50 ~ 60% of Healing Coefficient.,,
3010,ブレイブシールド,Brave Shield,Image/Extensions/3010.png,legacy,true,10,シールド,Shield,Rare,Legacy,171,29,0,29,ブレイブバッシュ,Brave bash,先頭の敵に自身のPHYの30 ~ 35%ダメージ / 先頭の敵のAGIを自身のPHYの5%ダウン,Deal damage to the first enemy equal to 30 ~ 35% of this hero's PHY. / Decrease the first enemy's AGI by 5% of this hero's PHY.,,
3011,ブレイブアックス,Brave Axe,Image/Extensions/3011.png,legacy,true,11,アックス,Axe,Rare,Legacy,57,96,0,0,ブレイブバイセクト,Brave bisect,先頭の敵に自身のPHYの55 ~ 65%ダメージ,Deal damage to the first enemy equal to 55 ~ 65% of this hero's PHY.,,
3012,ETHEREMON-MAPLA,ETHEREMON-MAPLA,Image/Extensions/3012.png,legacy,true,12,ETHEREMON,ETHEREMON,Rare,Legacy,114,77,0,0,任せた! マプラ!,Go MAPLA!,「HPが最も低い味方のHPを回復係数の25 ~ 30%回復」を2回繰り返す,[2 times]Heal the ally with the lowest HP for 25 ~ 30% of Healing Coefficient.,,
3013,ブレイブユミ,Brave Yumi,Image/Extensions/3013.png,legacy,true,13,ユミ,Yumi,Rare,Legacy,0,58,0,57,ブレイブヤブサメ,Brave Yabusame,INTが最も高い敵に自身のPHYの45 ~ 55%ダメージ,Deal damage to the enemy with the highest INT equal to 45 ~ 55% of this hero's PHY.,,
3014,ブレイブクロススピア,Brave Cross Spear,Image/Extensions/3014.png,legacy,true,14,クロススピア,Cross Spear,Rare,Legacy,87,57,0,29,ブレイブモロテヅキ,Brave thrust,「先頭の敵に自身のPHYの25 ~ 30%ダメージ」を2回繰り返す,[2 times]Deal damage to the first enemy equal to 25 ~ 30% of this hero's PHY.,,
3015,ブレイブハルバード,Brave Halberd,Image/Extensions/3015.png,legacy,true,15,ハルバード,Halberd,Rare,Legacy,87,86,0,0,ブレイブ スイングダウン,Brave swing,先頭の敵に自身のPHYの50 ~ 60%ダメージ / 先頭の敵に{successRate}%の確率で混乱を付与,Deal damage to the first enemy equal to 50 ~ 60% of this hero's PHY. / {successRate}% chance to inflict Confusion on the first enemy.,,
3016,ウィズダムスクロール,wisdom Scrolls,Image/Extensions/3016.png,legacy,true,16,スクロール,Scrolls,Rare,Legacy,0,0,86,29,ウィズダムタクティクス,Wisdom tactics,敵全体に自身のINTの25 ~ 30%ダメージ / AGIが最も高い敵に{successRate}%の確率で毒を付与,Deal damage to all enemies equal to 25 ~ 30% of this hero's INT. / {successRate}% chance to inflict Poison on the enemy with the highest AGI.,,
3017,ウィズダムネックレス,Wisdom Necklace,Image/Extensions/3017.png,legacy,true,17,ネックレス,Necklace,Rare,Legacy,87,0,29,57,ウィズダムヒーリング,Wisdome healing,HPが最も低い味方のHPを回復係数の10 ~ 20%回復 / 自身のHPを回復係数の10 ~ 20%回復,Heal the ally with the lowest HP for 10 ~ 20% of Healing Coefficient. / Heal this hero for 10 ~ 20% of Healing Coefficient.,,
3018,ブレイブカブト,Brave Kabuto,Image/Extensions/3018.png,legacy,true,18,カブト,Kabuto,Rare,Legacy,171,29,29,0,ブレイブデバインプロテクション,Brave divine protection,自身のPHYを自身のPHYの8 ~ 13%アップ / 自身のINTを自身のINTの8 ~ 13%アップ,Increase this hero's PHY by 8 ~ 13% of this hero's PHY. / Increase this hero's INT by 8 ~ 13% of this hero's INT.,,
3019,ウィズダムタートル,Wisdom Turtle,Image/Extensions/3019.png,legacy,true,19,タートル,Turtle,Rare,Legacy,171,29,29,0,ウィズダムキキョウ,Wisdom Tortoise mirror,自身のPHYを自身のPHYの5 ~ 10%アップ / 自身のINTを自身のINTの5 ~ 10%アップ / 自身のHPを回復係数の20%回復,Increase this hero's PHY by 5 ~ 10% of this hero's PHY. / Increase this hero's INT by 5 ~ 10% of this hero's INT. / Heal this hero for 20% of Healing Coefficient.,,
3020,ブレイブルースター,Brave Rooster,Image/Extensions/3020.png,legacy,true,20,ルースター,Rooster,Rare,Legacy,0,29,0,86,ブレイブグンケイ,Brave Shamo,先頭の敵に自身のPHYの30 ~ 35%ダメージ / 自身のAGIを自身のAGIの11%アップ,Deal damage to the first enemy equal to 30 ~ 35% of this hero's PHY. / Increase this hero's AGI by 11% of this hero's AGI.,,
3021,ブレイブタイガー,Brave Tiger,Image/Extensions/3021.png,legacy,true,21,タイガー,Tiger,Rare,Legacy,0,86,0,29,ブレイブコガ,Brave Tiger Fang,自身のPHYを自身のAGIの15%アップ / 先頭の敵に自身のPHYの45 ~ 50%ダメージ / 自身のPHYを自身のAGIの14%ダウン,Increase this hero's PHY by 15% of this hero's AGI. / Deal damage to the first enemy equal to 45 ~ 50% of this hero's PHY. / Decrease this hero's PHY by 14% of this hero's AGI.,,
3022,ウィズダムドラゴン,Wisdom Dragon,Image/Extensions/3022.png,legacy,true,22,ドラゴン,Dragon,Rare,Legacy,174,0,57,0,ウィズダムフクリュウ,Wisdom Hidden Dragon,敵全体に自身のINTの20 ~ 25%ダメージ / 敵全体のINTを自身のINTの8%ダウン,Deal damage to all enemies equal to 20 ~ 25% of this hero's INT. / Decrease the INT of all enemies by 8% of this hero's INT.,,
3023,ブレイブブル,Brave Bull,Image/Extensions/3023.png,modern,true,23,ブル,Bull,Rare,Modern,171,29,0,29,ブレイブギュウキ,Brave Bull Demon,敵全体に自身のPHYの40 ~ 50%ダメージ / 自身のPHYを自身のPHYの7%ダウン,Deal damage to all enemies equal to 40 ~ 50% of this hero's PHY. / Decrease this hero's PHY by 7% of this hero's PHY.,,
3024,ブレイブエレファント,Brave Elephant,Image/Extensions/3024.png,legacy,true,24,エレファント,Elephant,Rare,Legacy,258,29,0,0,ブレイブハッショウ,Brave Eight Phenomena,先頭の敵に自身のPHYの25 ~ 30%ダメージ / 味方全体のPHYを自身のPHYの8%アップ,Deal damage to the first enemy equal to 25 ~ 30% of this hero's PHY. / Increase the PHY of all allies by 8% of this hero's PHY.,,
3025,ウィズダムモンキー,Wisdom Monkey,Image/Extensions/3025.png,legacy,true,25,モンキー,Monkey,Rare,Legacy,0,29,86,0,ウィズダムサルヂエ,Wisdom Monkey's INT,HPが最も低い敵に自身のINTの20 ~ 25%ダメージ / HPが最も低い敵に{successRate}%の確率で睡眠を付与,Deal damage to the enemy with the lowest HP equal to 20 ~ 25% of this hero's INT. / {successRate}% chance to inflict Sleep on the enemy with the lowest HP.,,
3026,ウィズダムスネーク,Wisdom Snake,Image/Extensions/3026.png,legacy,true,26,スネーク,Snake,Rare,Legacy,174,0,0,57,ウィズダムウワバミ,Wisdom Uwabami,HPが最も低い味方のPHYを自身のINTの11 ~ 21%アップ / HPが最も低い味方のHPを回復係数の16 ~ 36%回復,Increase the PHY of the ally with the lowest HP by 11 ~ 21% of this hero's INT. / Heal the ally with the lowest HP for 16 ~ 36% of Healing Coefficient.,,
